RetainedTxp	DuplicateTxp
ENST00000617664.1|ENSG00000275259.1|-|-|MIR6511A1-201|MIR6511A1|67|miRNA|	ENST00000615389.1|ENSG00000276311.1|-|-|MIR6511A3-201|MIR6511A3|67|miRNA|
ENST00000617664.1|ENSG00000275259.1|-|-|MIR6511A1-201|MIR6511A1|67|miRNA|	ENST00000615860.1|ENSG00000273613.1|-|-|MIR6511A4-201|MIR6511A4|67|miRNA|
ENST00000631292.1|ENSG00000265185.5|OTTHUMG00000178499.2|-|SNORD3B-1-203|SNORD3B-1|217|snoRNA|	ENST00000628329.1|ENSG00000262074.6|OTTHUMG00000178152.3|-|SNORD3B-2-203|SNORD3B-2|217|snoRNA|
ENST00000624153.1|ENSG00000280330.1|OTTHUMG00000189471.1|OTTHUMT00000479762.1|CU634019.7-201|CU634019.7|1185|processed_pseudogene|	ENST00000624906.1|ENSG00000279177.1|OTTHUMG00000189473.1|OTTHUMT00000479765.1|FP236241.2-201|FP236241.2|1185|processed_pseudogene|
ENST00000393562.6|ENSG00000160211.15|OTTHUMG00000024237.8|OTTHUMT00000061165.7|G6PD-202|G6PD|2631|protein_coding|	ENST00000621232.4|ENSG00000160211.15|OTTHUMG00000024237.8|-|G6PD-211|G6PD|2631|protein_coding|
ENST00000381218.8|ENSG00000214717.11|OTTHUMG00000021069.8|OTTHUMT00000144310.3|ZBED1-201|ZBED1|2832|protein_coding|	ENST00000381218.8_PAR_Y|ENSG00000214717.11_PAR_Y|OTTHUMG00000021069.8|OTTHUMT00000144310.3|ZBED1-201|ZBED1|2832|protein_coding|
ENST00000381578.6|ENSG00000185960.13|OTTHUMG00000021053.4|-|SHOX-203|SHOX|3757|protein_coding|	ENST00000381578.6_PAR_Y|ENSG00000185960.13_PAR_Y|OTTHUMG00000021053.4|-|SHOX-203|SHOX|3757|protein_coding|
ENST00000603664.1|ENSG00000271015.1|OTTHUMG00000184526.1|OTTHUMT00000468839.1|IGKV2OR2-7D-201|IGKV2OR2-7D|304|IG_V_pseudogene|	ENST00000604652.1|ENSG00000270450.1|OTTHUMG00000184523.1|OTTHUMT00000468842.1|IGKV2OR2-7-201|IGKV2OR2-7|304|IG_V_pseudogene|
ENST00000362692.1|ENSG00000199562.1|-|-|RNU6-37P-201|RNU6-37P|107|snRNA|	ENST00000364234.1|ENSG00000201104.1|-|-|RNU6-11P-201|RNU6-11P|107|snRNA|
ENST00000316169.2|ENSG00000177023.2|OTTHUMG00000149986.1|OTTHUMT00000315230.1|DEFB104B-201|DEFB104B|281|protein_coding|	ENST00000314265.2|ENSG00000176782.2|OTTHUMG00000150014.1|OTTHUMT00000315761.1|DEFB104A-201|DEFB104A|281|protein_coding|
ENST00000420246.6|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000367401.1|TP53-204|TP53|2653|protein_coding|	ENST00000622645.4|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000476361.1|TP53-227|TP53|2653|protein_coding|
ENST00000583272.1|ENSG00000264979.1|-|-|MIR4436B1-201|MIR4436B1|91|miRNA|	ENST00000581415.1|ENSG00000263881.1|-|-|MIR4436B2-201|MIR4436B2|91|miRNA|
ENST00000622248.1|ENSG00000278265.1|-|-|MIR6770-1-201|MIR6770-1|60|miRNA|	ENST00000618304.1|ENSG00000277698.1|-|-|MIR6770-2-201|MIR6770-2|60|miRNA|
ENST00000622248.1|ENSG00000278265.1|-|-|MIR6770-1-201|MIR6770-1|60|miRNA|	ENST00000616362.1|ENSG00000275391.1|-|-|MIR6770-3-201|MIR6770-3|60|miRNA|
ENST00000417826.2|ENSG00000167131.16|OTTHUMG00000154264.4|OTTHUMT00000334578.1|CCDC103-204|CCDC103|3397|protein_coding|	ENST00000331733.4|ENSG00000214447.4|OTTHUMG00000154266.1|OTTHUMT00000334584.1|FAM187A-201|FAM187A|3397|protein_coding|
ENST00000627627.3|ENSG00000280767.3|OTTHUMG00000189993.1|OTTHUMT00000483561.1|AL732314.4-201|AL732314.4|515|lincRNA|	ENST00000627627.3_PAR_Y|ENSG00000280767.3_PAR_Y|OTTHUMG00000189993.1|OTTHUMT00000483561.1|AL732314.4-201|AL732314.4|515|lincRNA|
ENST00000334651.10|ENSG00000169084.13|OTTHUMG00000021068.4|OTTHUMT00000055617.3|DHRSX-201|DHRSX|2571|protein_coding|	ENST00000334651.10_PAR_Y|ENSG00000169084.13_PAR_Y|OTTHUMG00000021068.4|OTTHUMT00000055617.3|DHRSX-201|DHRSX|2571|protein_coding|
ENST00000516364.1|ENSG00000252173.1|-|-|RNU6-109P-201|RNU6-109P|107|snRNA|	ENST00000516514.1|ENSG00000252323.1|-|-|RNU6-184P-201|RNU6-184P|107|snRNA|
ENST00000622906.1|ENSG00000276874.1|OTTHUMG00000188348.1|OTTHUMT00000476951.1|AC011718.1-201|AC011718.1|375|lincRNA|	ENST00000614584.1|ENSG00000277017.1|OTTHUMG00000188350.1|OTTHUMT00000476953.1|AC023490.1-201|AC023490.1|375|lincRNA|
ENST00000621595.1|ENSG00000273962.1|OTTHUMG00000188265.3|-|IGKV2-40-202|IGKV2-40|312|protein_coding|	ENST00000560045.1|ENSG00000251039.2|OTTHUMG00000159963.2|-|IGKV2D-40-202|IGKV2D-40|312|protein_coding|
ENST00000554971.6|ENSG00000185960.13|OTTHUMG00000021053.4|OTTHUMT00000411999.3|SHOX-204|SHOX|1902|protein_coding|	ENST00000554971.6_PAR_Y|ENSG00000185960.13_PAR_Y|OTTHUMG00000021053.4|OTTHUMT00000411999.3|SHOX-204|SHOX|1902|protein_coding|
ENST00000617250.1|ENSG00000274350.1|-|-|RN7SL853P-201|RN7SL853P|223|misc_RNA|	ENST00000479090.3|ENSG00000278604.1|-|-|RN7SL429P-201|RN7SL429P|223|misc_RNA|
ENST00000617250.1|ENSG00000274350.1|-|-|RN7SL853P-201|RN7SL853P|223|misc_RNA|	ENST00000486185.3|ENSG00000277295.1|-|-|RN7SL489P-201|RN7SL489P|223|misc_RNA|
ENST00000617250.1|ENSG00000274350.1|-|-|RN7SL853P-201|RN7SL853P|223|misc_RNA|	ENST00000488659.3|ENSG00000275992.1|-|-|RN7SL327P-201|RN7SL327P|223|misc_RNA|
ENST00000616698.5|ENSG00000277120.5|-|-|MIR6089-201|MIR6089|64|miRNA|	ENST00000616698.5_PAR_Y|ENSG00000277120.5_PAR_Y|-|-|MIR6089-201|MIR6089|64|miRNA|
ENST00000449025.5|ENSG00000204256.12|OTTHUMG00000031241.7|OTTHUMT00000276546.1|BRD2-204|BRD2|3210|protein_coding|	ENST00000449085.3|ENSG00000204256.12|OTTHUMG00000031241.7|-|BRD2-205|BRD2|3210|protein_coding|
ENST00000603957.1|ENSG00000271351.1|OTTHUMG00000184517.1|OTTHUMT00000468835.1|IGKV1OR2-9-201|IGKV1OR2-9|287|IG_V_pseudogene|	ENST00000604120.1|ENSG00000270187.1|OTTHUMG00000184518.1|OTTHUMT00000468834.1|IGKV1OR2-11-201|IGKV1OR2-11|287|IG_V_pseudogene|
ENST00000638998.1|ENSG00000255221.3|OTTHUMG00000166163.3|OTTHUMT00000492366.1|CARD17-203|CARD17|466|processed_transcript|	ENST00000375707.1|ENSG00000255221.3|OTTHUMG00000166163.3|-|CARD17-201|CARD17|466|protein_coding|
ENST00000455570.5|ENSG00000185700.10|OTTHUMG00000040982.1|OTTHUMT00000098353.1|TTTY8B-202|TTTY8B|518|lincRNA|	ENST00000426035.1|ENSG00000183385.9|OTTHUMG00000046237.1|OTTHUMT00000106570.1|TTTY8-202|TTTY8|518|lincRNA|
ENST00000400186.7|ENSG00000183117.18|OTTHUMG00000163605.7|OTTHUMT00000374655.1|CSMD1-202|CSMD1|10938|protein_coding|	ENST00000602723.5|ENSG00000183117.18|OTTHUMG00000163605.7|OTTHUMT00000467635.1|CSMD1-217|CSMD1|10938|protein_coding|
ENST00000453508.1|ENSG00000230578.3|OTTHUMG00000022663.4|OTTHUMT00000435989.1|AC234781.5-202|AC234781.5|426|processed_transcript|	ENST00000449645.2|ENSG00000185973.10|OTTHUMG00000022674.2|OTTHUMT00000058819.1|TMLHE-203|TMLHE|426|processed_transcript|
ENST00000515319.6|ENSG00000214717.11|OTTHUMG00000021069.8|OTTHUMT00000471623.1|ZBED1-205|ZBED1|905|processed_transcript|	ENST00000515319.6_PAR_Y|ENSG00000214717.11_PAR_Y|OTTHUMG00000021069.8|OTTHUMT00000471623.1|ZBED1-205|ZBED1|905|processed_transcript|
ENST00000431919.6|ENSG00000229232.6|OTTHUMG00000021051.1|OTTHUMT00000055576.1|KRT18P53-201|KRT18P53|117|processed_pseudogene|	ENST00000431919.6_PAR_Y|ENSG00000229232.6_PAR_Y|OTTHUMG00000021051.1|OTTHUMT00000055576.1|KRT18P53-201|KRT18P53|117|processed_pseudogene|
ENST00000384703.1|ENSG00000207434.1|-|-|RNU6-1072P-201|RNU6-1072P|107|snRNA|	ENST00000384780.1|ENSG00000207511.1|-|-|RNU6-443P-201|RNU6-443P|107|snRNA|
ENST00000306882.4|ENSG00000172352.5|OTTHUMG00000045037.1|OTTHUMT00000104684.1|CDY1B-201|CDY1B|2321|protein_coding|	ENST00000306609.4|ENSG00000172288.7|OTTHUMG00000045274.2|OTTHUMT00000105031.1|CDY1-201|CDY1|2321|protein_coding|
ENST00000445888.6|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000367398.2|TP53-205|TP53|2506|protein_coding|	ENST00000619485.4|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000476704.1|TP53-225|TP53|2506|protein_coding|
ENST00000418297.1|ENSG00000229301.1|OTTHUMG00000156273.1|OTTHUMT00000343682.1|AC006455.4-201|AC006455.4|528|lincRNA|	ENST00000450077.1|ENSG00000232817.1|OTTHUMG00000156386.1|OTTHUMT00000344029.1|AC073188.4-201|AC073188.4|528|lincRNA|
ENST00000436723.1|ENSG00000224485.1|OTTHUMG00000059524.1|OTTHUMT00000132394.1|USP9YP7-201|USP9YP7|430|unprocessed_pseudogene|	ENST00000452432.1|ENSG00000237616.1|OTTHUMG00000059525.1|OTTHUMT00000132395.1|USP9YP32-201|USP9YP32|430|unprocessed_pseudogene|
ENST00000562941.1|ENSG00000213648.10|OTTHUMG00000170468.2|OTTHUMT00000433589.1|SULT1A4-202|SULT1A4|833|retained_intron|	ENST00000561549.1|ENSG00000261052.5|OTTHUMG00000048083.3|OTTHUMT00000434099.1|SULT1A3-204|SULT1A3|833|retained_intron|
ENST00000397289.6|ENSG00000128284.19|OTTHUMG00000150632.19|OTTHUMT00000319271.1|APOL3-204|APOL3|2214|nonsense_mediated_decay|	ENST00000397293.6|ENSG00000128284.19|OTTHUMG00000150632.19|-|APOL3-205|APOL3|2214|protein_coding|
ENST00000328819.4|ENSG00000185700.10|OTTHUMG00000040982.1|OTTHUMT00000098352.1|TTTY8B-201|TTTY8B|531|lincRNA|	ENST00000329684.7|ENSG00000183385.9|OTTHUMG00000046237.1|OTTHUMT00000106569.1|TTTY8-201|TTTY8|531|lincRNA|
ENST00000471624.1|ENSG00000244731.7|OTTHUMG00000031186.5|OTTHUMT00000268789.3|C4A-252|C4A|583|retained_intron|	ENST00000478388.1|ENSG00000224389.8|OTTHUMG00000031187.5|OTTHUMT00000268780.3|C4B-209|C4B|583|retained_intron|
ENST00000619371.1|ENSG00000277701.4|OTTHUMG00000188202.3|OTTHUMT00000476589.2|AC159540.2-206|AC159540.2|355|lincRNA|	ENST00000618277.4|ENSG00000230606.10|OTTHUMG00000152989.8|OTTHUMT00000461874.4|AC092683.1-205|AC092683.1|355|lincRNA|
ENST00000261183.7|ENSG00000091039.16|OTTHUMG00000169876.2|OTTHUMT00000406357.1|OSBPL8-201|OSBPL8|7239|protein_coding|	ENST00000611266.4|ENSG00000091039.16|OTTHUMG00000169876.2|-|OSBPL8-218|OSBPL8|7239|protein_coding|
ENST00000641374.1|ENSG00000170605.6|OTTHUMG00000169827.2|OTTHUMT00000406105.2|OR9K2-204|OR9K2|1122|protein_coding|	ENST00000305377.5|ENSG00000170605.6|OTTHUMG00000169827.2|-|OR9K2-201|OR9K2|1122|protein_coding|
ENST00000436491.1|ENSG00000232086.1|OTTHUMG00000019994.1|OTTHUMT00000052607.1|AL159990.2-201|AL159990.2|337|antisense_RNA|	ENST00000415119.1|ENSG00000223966.1|OTTHUMG00000019995.1|OTTHUMT00000052608.1|AL159990.1-201|AL159990.1|337|antisense_RNA|
ENST00000641085.1|ENSG00000167360.5|OTTHUMG00000066896.2|OTTHUMT00000143373.1|OR51Q1-202|OR51Q1|1096|polymorphic_pseudogene|	ENST00000300778.4|ENSG00000167360.5|OTTHUMG00000066896.2|-|OR51Q1-201|OR51Q1|1096|protein_coding|
ENST00000629881.2|ENSG00000101336.13|OTTHUMG00000032204.7|OTTHUMT00000483258.1|HCK-210|HCK|1969|protein_coding|	ENST00000486475.5|ENSG00000101336.13|OTTHUMG00000032204.7|OTTHUMT00000354158.4|HCK-205|HCK|1969|nonsense_mediated_decay|
ENST00000453953.6|ENSG00000234622.6|OTTHUMG00000021064.1|OTTHUMT00000055610.1|AL683807.2-201|AL683807.2|548|lincRNA|	ENST00000453953.6_PAR_Y|ENSG00000234622.6_PAR_Y|OTTHUMG00000021064.1|OTTHUMT00000055610.1|AL683807.2-201|AL683807.2|548|lincRNA|
ENST00000417535.7|ENSG00000198223.16|OTTHUMG00000012533.8|-|CSF2RA-208|CSF2RA|1955|protein_coding|	ENST00000417535.7_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|-|CSF2RA-208|CSF2RA|1955|protein_coding|
ENST00000399179.6|ENSG00000138346.14|OTTHUMG00000018352.5|OTTHUMT00000407300.3|DNA2-202|DNA2|3207|nonsense_mediated_decay|	ENST00000399180.3|ENSG00000138346.14|OTTHUMG00000018352.5|-|DNA2-203|DNA2|3207|protein_coding|
ENST00000614492.1|ENSG00000277437.1|-|-|MIR3687-1-201|MIR3687-1|61|miRNA|	ENST00000577708.1|ENSG00000264063.1|-|-|MIR3687-2-201|MIR3687-2|61|miRNA|
ENST00000440624.1|ENSG00000234081.1|OTTHUMG00000045045.1|OTTHUMT00000104692.1|ELOCP10-201|ELOCP10|327|processed_pseudogene|	ENST00000604436.1|ENSG00000270535.1|OTTHUMG00000185077.1|OTTHUMT00000469531.1|ELOCP34-201|ELOCP34|327|processed_pseudogene|
ENST00000638018.1|ENSG00000203668.2|OTTHUMG00000039690.3|OTTHUMT00000489541.1|CHML-203|CHML|705|protein_coding|	ENST00000638160.1|ENSG00000203668.2|OTTHUMG00000039690.3|OTTHUMT00000489542.1|CHML-205|CHML|705|protein_coding|
ENST00000634560.1|ENSG00000158406.4|OTTHUMG00000014454.2|OTTHUMT00000488746.1|HIST1H4H-202|HIST1H4H|1034|nonsense_mediated_decay|	ENST00000635491.1|ENSG00000158406.4|OTTHUMG00000014454.2|-|HIST1H4H-204|HIST1H4H|1034|protein_coding|
ENST00000615959.1|ENSG00000275708.1|-|-|MIR3648-1-201|MIR3648-1|180|miRNA|	ENST00000581792.1|ENSG00000264462.1|-|-|MIR3648-2-201|MIR3648-2|180|miRNA|
ENST00000620768.1|ENSG00000278497.1|-|-|RN7SL759P-201|RN7SL759P|290|misc_RNA|	ENST00000620547.1|ENSG00000274568.1|-|-|RN7SL545P-201|RN7SL545P|290|misc_RNA|
ENST00000617128.1|ENSG00000265185.5|OTTHUMG00000178499.2|-|SNORD3B-1-202|SNORD3B-1|218|snoRNA|	ENST00000364880.2|ENSG00000262074.6|OTTHUMG00000178152.3|-|SNORD3B-2-201|SNORD3B-2|218|snoRNA|
ENST00000381567.8|ENSG00000205755.11|OTTHUMG00000067432.2|-|CRLF2-202|CRLF2|1013|protein_coding|	ENST00000381567.8_PAR_Y|ENSG00000205755.11_PAR_Y|OTTHUMG00000067432.2|-|CRLF2-202|CRLF2|1013|protein_coding|
ENST00000363466.1|ENSG00000200336.1|-|-|RNA5SP333-201|RNA5SP333|118|rRNA|	ENST00000364825.1|ENSG00000201695.1|-|-|RNA5SP334-201|RNA5SP334|118|rRNA|
ENST00000441131.7|ENSG00000169084.13|OTTHUMG00000021068.4|OTTHUMT00000354624.1|DHRSX-204|DHRSX|539|nonsense_mediated_decay|	ENST00000441131.7_PAR_Y|ENSG00000169084.13_PAR_Y|OTTHUMG00000021068.4|OTTHUMT00000354624.1|DHRSX-204|DHRSX|539|nonsense_mediated_decay|
ENST00000513164.2|ENSG00000248477.6|OTTHUMG00000162451.4|OTTHUMT00000370277.2|AC139495.1-202|AC139495.1|354|transcribed_unprocessed_pseudogene|	ENST00000502493.2|ENSG00000250687.6|OTTHUMG00000162475.2|OTTHUMT00000369088.1|AC146944.2-203|AC146944.2|354|transcribed_unprocessed_pseudogene|
ENST00000355602.2|ENSG00000198129.2|OTTHUMG00000149987.1|OTTHUMT00000315231.1|DEFB107B-201|DEFB107B|389|protein_coding|	ENST00000335021.2|ENSG00000186572.2|OTTHUMG00000150013.1|OTTHUMT00000315760.1|DEFB107A-201|DEFB107A|389|protein_coding|
ENST00000624506.1|ENSG00000279186.1|OTTHUMG00000189486.1|OTTHUMT00000479786.1|FP236315.2-201|FP236315.2|2456|TEC|	ENST00000623962.1|ENSG00000279303.1|OTTHUMG00000189472.1|OTTHUMT00000479763.1|CU634019.3-201|CU634019.3|2456|TEC|
ENST00000624506.1|ENSG00000279186.1|OTTHUMG00000189486.1|OTTHUMT00000479786.1|FP236315.2-201|FP236315.2|2456|TEC|	ENST00000624806.1|ENSG00000279967.1|OTTHUMG00000189474.1|OTTHUMT00000479766.1|FP671120.2-201|FP671120.2|2456|TEC|
ENST00000575698.5|ENSG00000228696.8|OTTHUMG00000178031.1|OTTHUMT00000440294.1|ARL17B-206|ARL17B|581|protein_coding|	ENST00000573185.5|ENSG00000185829.17|OTTHUMG00000132817.4|OTTHUMT00000440302.1|ARL17A-205|ARL17A|581|protein_coding|
ENST00000520002.5|ENSG00000183117.18|OTTHUMG00000163605.7|OTTHUMT00000374500.2|CSMD1-206|CSMD1|11740|protein_coding|	ENST00000602557.5|ENSG00000183117.18|OTTHUMG00000163605.7|OTTHUMT00000467636.1|CSMD1-216|CSMD1|11740|protein_coding|
ENST00000452144.6|ENSG00000234958.6|OTTHUMG00000021050.1|OTTHUMT00000055575.1|FABP5P13-201|FABP5P13|328|processed_pseudogene|	ENST00000452144.6_PAR_Y|ENSG00000234958.6_PAR_Y|OTTHUMG00000021050.1|OTTHUMT00000055575.1|FABP5P13-201|FABP5P13|328|processed_pseudogene|
ENST00000412516.7|ENSG00000169084.13|OTTHUMG00000021068.4|OTTHUMT00000144307.3|DHRSX-202|DHRSX|744|protein_coding|	ENST00000412516.7_PAR_Y|ENSG00000169084.13_PAR_Y|OTTHUMG00000021068.4|OTTHUMT00000144307.3|DHRSX-202|DHRSX|744|protein_coding|
ENST00000472539.5|ENSG00000206177.6|OTTHUMG00000059926.1|OTTHUMT00000133203.1|HBM-202|HBM|592|processed_transcript|	ENST00000496585.1|ENSG00000206177.6|OTTHUMG00000059926.1|OTTHUMT00000133202.1|HBM-203|HBM|592|processed_transcript|
ENST00000612463.1|ENSG00000278233.1|-|-|RNA5-8SN5-202|RNA5-8SN5|153|rRNA|	ENST00000610460.1|ENSG00000277739.1|-|-|RNA5-8SN1-201|RNA5-8SN1|153|rRNA|
ENST00000612463.1|ENSG00000278233.1|-|-|RNA5-8SN5-202|RNA5-8SN5|153|rRNA|	ENST00000613359.1|ENSG00000275215.1|-|-|RNA5-8SN4-201|RNA5-8SN4|153|rRNA|
ENST00000612463.1|ENSG00000278233.1|-|-|RNA5-8SN5-202|RNA5-8SN5|153|rRNA|	ENST00000619471.1|ENSG00000278189.1|-|-|RNA5-8SN5-201|RNA5-8SN5|153|rRNA|
ENST00000504937.5|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000367404.2|TP53-209|TP53|2271|protein_coding|	ENST00000619186.4|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000476357.1|TP53-224|TP53|2271|protein_coding|
ENST00000464664.3|ENSG00000274559.3|OTTHUMG00000189387.2|OTTHUMT00000479537.2|CU639417.1-201|CU639417.1|460|protein_coding|	ENST00000599962.1|ENSG00000234289.5|OTTHUMG00000086869.3|OTTHUMT00000195634.3|H2BFS-201|H2BFS|460|protein_coding|
ENST00000631211.1|ENSG00000280800.1|OTTHUMG00000189716.1|OTTHUMT00000481341.1|FP671120.3-201|FP671120.3|923|lincRNA|	ENST00000625598.1|ENSG00000280614.1|OTTHUMG00000189718.1|OTTHUMT00000481343.1|FP236383.2-201|FP236383.2|923|lincRNA|
ENST00000631211.1|ENSG00000280800.1|OTTHUMG00000189716.1|OTTHUMT00000481341.1|FP671120.3-201|FP671120.3|923|lincRNA|	ENST00000627981.1|ENSG00000281181.1|OTTHUMG00000189719.1|OTTHUMT00000481344.1|FP236383.3-201|FP236383.3|923|lincRNA|
ENST00000501036.7|ENSG00000198223.16|OTTHUMG00000012533.8|-|CSF2RA-219|CSF2RA|1622|protein_coding|	ENST00000501036.7_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|-|CSF2RA-219|CSF2RA|1622|protein_coding|
ENST00000432272.6|ENSG00000223511.6|OTTHUMG00000021062.2|OTTHUMT00000055606.1|AL683807.1-202|AL683807.1|382|lincRNA|	ENST00000432272.6_PAR_Y|ENSG00000223511.6_PAR_Y|OTTHUMG00000021062.2|OTTHUMT00000055606.1|AL683807.1-202|AL683807.1|382|lincRNA|
ENST00000610623.4|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000476702.1|TP53-220|TP53|2331|protein_coding|	ENST00000504290.5|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000367402.2|TP53-208|TP53|2331|protein_coding|
ENST00000430476.1|ENSG00000237182.1|OTTHUMG00000021800.1|OTTHUMT00000057163.1|BX276092.6-201|BX276092.6|250|processed_pseudogene|	ENST00000455722.1|ENSG00000237717.1|OTTHUMG00000021801.1|OTTHUMT00000057164.1|BX276092.8-201|BX276092.8|250|processed_pseudogene|
ENST00000429066.1|ENSG00000225740.1|OTTHUMG00000041651.1|OTTHUMT00000099652.1|ELOCP6-201|ELOCP6|328|processed_pseudogene|	ENST00000458706.1|ENSG00000230412.1|OTTHUMG00000041972.1|OTTHUMT00000100028.1|ELOCP12-201|ELOCP12|328|processed_pseudogene|
ENST00000496731.1|ENSG00000170356.9|OTTHUMG00000158000.2|OTTHUMT00000349975.2|OR2A20P-202|OR2A20P|933|transcribed_unprocessed_pseudogene|	ENST00000484189.1|ENSG00000228960.6|OTTHUMG00000157998.2|OTTHUMT00000349971.1|OR2A9P-203|OR2A9P|933|transcribed_unprocessed_pseudogene|
ENST00000476024.2|ENSG00000265889.1|-|-|Y_RNA.754-201|Y_RNA|102|misc_RNA|	ENST00000614282.1|ENSG00000275006.1|-|-|Y_RNA.790-201|Y_RNA|102|misc_RNA|
ENST00000476024.2|ENSG00000265889.1|-|-|Y_RNA.754-201|Y_RNA|102|misc_RNA|	ENST00000614695.1|ENSG00000274284.1|-|-|Y_RNA.782-201|Y_RNA|102|misc_RNA|
ENST00000574571.4|ENSG00000159961.2|OTTHUMG00000090649.3|OTTHUMT00000207309.3|OR3A3-202|OR3A3|966|protein_coding|	ENST00000291231.1|ENSG00000159961.2|OTTHUMG00000090649.3|-|OR3A3-201|OR3A3|966|protein_coding|
ENST00000346299.9|ENSG00000087053.18|OTTHUMG00000153837.3|OTTHUMT00000332620.1|MTMR2-201|MTMR2|4681|protein_coding|	ENST00000393223.7|ENSG00000087053.18|OTTHUMG00000153837.3|-|MTMR2-203|MTMR2|4681|protein_coding|
ENST00000438965.1|ENSG00000238122.1|OTTHUMG00000011319.2|OTTHUMT00000031256.2|AL359258.1-201|AL359258.1|2481|lincRNA|	ENST00000419814.1|ENSG00000224698.1|OTTHUMG00000039829.1|OTTHUMT00000096101.1|AL390038.1-201|AL390038.1|2481|lincRNA|
ENST00000330978.3|ENSG00000183336.8|OTTHUMG00000176757.2|OTTHUMT00000433254.1|BOLA2-201|BOLA2|1012|protein_coding|	ENST00000305321.4|ENSG00000169627.7|OTTHUMG00000176858.1|OTTHUMT00000434080.1|BOLA2B-201|BOLA2B|1012|protein_coding|
ENST00000562812.5|ENSG00000166446.14|OTTHUMG00000177004.3|OTTHUMT00000434728.1|CDYL2-203|CDYL2|2086|protein_coding|	ENST00000563890.5|ENSG00000166446.14|OTTHUMG00000177004.3|OTTHUMT00000434729.1|CDYL2-204|CDYL2|2086|protein_coding|
ENST00000562812.5|ENSG00000166446.14|OTTHUMG00000177004.3|OTTHUMT00000434728.1|CDYL2-203|CDYL2|2086|protein_coding|	ENST00000566173.3|ENSG00000166446.14|OTTHUMG00000177004.3|OTTHUMT00000434730.1|CDYL2-205|CDYL2|2086|protein_coding|
ENST00000359512.8|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058836.4|WASH6P-202|WASH6P|1437|transcribed_unprocessed_pseudogene|	ENST00000359512.8_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058836.4|WASH6P-202|WASH6P|1437|transcribed_unprocessed_pseudogene|
ENST00000384884.1|ENSG00000207616.1|-|-|MIR515-1-201|MIR515-1|83|miRNA|	ENST00000384883.3|ENSG00000207615.3|-|-|MIR515-2-201|MIR515-2|83|miRNA|
ENST00000623664.1|ENSG00000278996.1|OTTHUMG00000189417.1|OTTHUMT00000479651.1|FP671120.1-201|FP671120.1|2498|lincRNA|	ENST00000623860.2|ENSG00000280441.2|OTTHUMG00000189419.2|OTTHUMT00000479653.2|FP236383.1-201|FP236383.1|2498|lincRNA|
ENST00000419158.1|ENSG00000236951.5|OTTHUMG00000043574.1|OTTHUMT00000101912.1|AC007359.1-202|AC007359.1|2939|lincRNA|	ENST00000446299.5|ENSG00000235059.5|OTTHUMG00000043582.3|OTTHUMT00000101922.1|AC008175.1-201|AC008175.1|2939|lincRNA|
ENST00000269305.8|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000367397.3|TP53-201|TP53|2579|protein_coding|	ENST00000620739.4|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000476359.1|TP53-226|TP53|2579|protein_coding|
ENST00000309834.8|ENSG00000172468.13|OTTHUMG00000041980.2|OTTHUMT00000100037.1|HSFY1-202|HSFY1|1038|protein_coding|	ENST00000344884.4|ENSG00000169953.11|OTTHUMG00000041947.2|OTTHUMT00000100001.1|HSFY2-202|HSFY2|1038|protein_coding|
ENST00000593751.7|ENSG00000179304.16|OTTHUMG00000188219.4|OTTHUMT00000056696.4|FAM156B-203|FAM156B|2942|protein_coding|	ENST00000596733.7|ENSG00000268350.7|OTTHUMG00000188220.5|OTTHUMT00000477783.1|FAM156A-201|FAM156A|2942|protein_coding|
ENST00000381500.6|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035798.1|CSF2RA-203|CSF2RA|1283|protein_coding|	ENST00000381500.6_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035798.1|CSF2RA-203|CSF2RA|1283|protein_coding|
ENST00000479401.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058828.1|WASH6P-208|WASH6P|781|processed_transcript|	ENST00000479401.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058828.1|WASH6P-208|WASH6P|781|processed_transcript|
